0,[]
1,[1694444170.7489085]
2,[]
3,[1694444236.5615308]
4,[]
5,[1694444267.3778555]
6,[1694444186.6424434]
touch,"[1694444003.9459238, 1694444006.187403, 1694444011.2939532, 1694444016.566279, 1694444044.9632614, 1694444049.8796782, 1694444130.809692, 1694444187.3261814, 1694444188.3406148, 1694444192.3884697, 1694444195.2572706, 1694444198.4193974]"
