0,[]
1,[1694448929.2511654]
2,[]
3,[]
4,[1694449060.1870499]
5,[1694448952.9632053]
6,[1694448940.5800576]
touch,"[1694448815.3314807, 1694448816.6590059, 1694448837.6408715, 1694448895.9813209, 1694448897.2635434, 1694448939.1712272, 1694448942.2171388, 1694448948.2273881, 1694448955.8678734, 1694448958.0114632, 1694448963.933003, 1694448970.034902, 1694448988.9282382, 1694448995.136595, 1694449022.5032578, 1694449031.6334715, 1694449034.0475981, 1694449052.653889]"
