0,[1694601481.2994752]
1,[1694601371.1206267]
2,[]
3,[1694601420.0250716]
4,[]
5,[]
6,[]
touch,"[1694601308.758243, 1694601325.9671097, 1694601342.579986, 1694601383.448897, 1694601397.7015555, 1694601399.9799085, 1694601417.22001, 1694601419.0309608, 1694601426.584179, 1694601438.0405526, 1694601440.6589935, 1694601441.843801]"
