0,[]
1,[]
2,[1694536836.4975843]
3,[]
4,[]
5,[]
6,[1694536568.6355312]
touch,"[1694536547.5742922, 1694536548.592483, 1694536568.2403312, 1694536576.8923647, 1694536579.2041025, 1694536594.4333067, 1694536606.962068, 1694536637.434322, 1694536642.895162, 1694536647.472485, 1694536662.3420463, 1694536689.592826, 1694536711.0827787, 1694536733.5465674, 1694536755.1373932, 1694536760.5430973, 1694536765.917575, 1694536795.5769644, 1694536806.240844]"
