0,[1694599849.6743803]
1,[]
2,[1694599753.5478797]
3,[1694599743.039385]
4,[1694599804.2433782]
5,[1694599836.435218]
6,[1694599719.574927]
touch,"[1694599703.4189034, 1694599709.1388304, 1694599730.2168632, 1694599735.7288826, 1694599740.5463238]"
